Host,Parasitoid,Temp,Rep,Block,Individuals,HPD,Edate,Ptoid,Psex
BIP,M,20,1,2,1,H,13,,
BIP,M,20,1,2,2,H,13,,
BIP,M,20,1,2,3,H,13,,
BIP,M,20,1,2,4,H,13,,
BIP,M,20,1,2,5,H,14,,
BIP,M,20,1,2,6,H,14,,
BIP,M,20,1,2,7,H,14,,
BIP,M,20,1,2,8,H,14,,
BIP,M,20,1,2,9,H,14,,
BIP,M,20,1,2,10,H,15,,
BIP,M,20,1,2,11,H,15,,
BIP,M,20,1,2,12,H,15,,
BIP,M,20,1,2,13,H,17,,
BIP,M,20,1,2,14,D,,,
BIP,M,20,1,2,15,D,,,
BIP,M,20,1,2,16,D,,,
BIP,M,20,1,2,17,D,,,
BIP,M,20,1,2,18,D,,,
BIP,M,20,1,2,19,D,,,
BIP,M,20,1,2,20,D,,,
BIP,M,20,1,2,21,D,,,
BIP,M,20,1,2,22,D,,,
BIP,M,20,1,2,23,D,,,
BIP,M,20,1,2,24,D,,,
BIP,M,20,1,2,25,D,,,
BIP,M,20,1,2,26,D,,,
BIP,M,20,1,2,27,D,,,
BIP,M,20,1,2,28,D,,,
BIP,M,20,1,2,29,D,,,
BIP,M,20,1,2,30,D,,,
BIP,M,20,1,2,31,D,,,
BIP,M,20,1,2,32,D,,,
BIP,M,20,1,2,33,D,,,
BIP,M,20,1,2,34,D,,,
BIP,M,20,1,2,35,D,,,
BIP,M,20,1,2,36,D,,,
BIP,M,20,1,2,37,D,,,
BIP,M,20,1,2,38,D,,,
BIP,M,20,1,2,39,D,,,
BIP,M,20,1,2,40,D,,,
BIP,M,20,1,2,41,D,,,
BIP,M,20,1,2,42,D,,,
BIP,M,20,1,2,43,D,,,
BIP,M,20,1,2,44,D,,,
BIP,M,20,1,2,45,D,,,
BIP,M,20,1,2,46,D,,,
BIP,M,20,1,2,47,D,,,
BIP,M,20,1,2,48,D,,,
BIP,M,20,1,2,49,D,,,
BIP,M,20,1,2,50,D,,,
BIP,M,20,2,2,1,H,14,,
BIP,M,20,2,2,2,H,14,,
BIP,M,20,2,2,3,H,14,,
BIP,M,20,2,2,4,H,14,,
BIP,M,20,2,2,5,H,15,,
BIP,M,20,2,2,6,H,15,,
BIP,M,20,2,2,7,H,15,,
BIP,M,20,2,2,8,H,15,,
BIP,M,20,2,2,9,H,15,,
BIP,M,20,2,2,10,H,15,,
BIP,M,20,2,2,11,H,15,,
BIP,M,20,2,2,12,H,15,,
BIP,M,20,2,2,13,H,15,,
BIP,M,20,2,2,14,H,15,,
BIP,M,20,2,2,15,H,15,,
BIP,M,20,2,2,16,H,16,,
BIP,M,20,2,2,17,P,38,ML,MFL
BIP,M,20,2,2,18,P,50,MG,MGM
BIP,M,20,2,2,19,D,,,
BIP,M,20,2,2,20,D,,,
BIP,M,20,2,2,21,D,,,
BIP,M,20,2,2,22,D,,,
BIP,M,20,2,2,23,D,,,
BIP,M,20,2,2,24,D,,,
BIP,M,20,2,2,25,D,,,
BIP,M,20,2,2,26,D,,,
BIP,M,20,2,2,27,D,,,
BIP,M,20,2,2,28,D,,,
BIP,M,20,2,2,29,D,,,
BIP,M,20,2,2,30,D,,,
BIP,M,20,2,2,31,D,,,
BIP,M,20,2,2,32,D,,,
BIP,M,20,2,2,33,D,,,
BIP,M,20,2,2,34,D,,,
BIP,M,20,2,2,35,D,,,
BIP,M,20,2,2,36,D,,,
BIP,M,20,2,2,37,D,,,
BIP,M,20,2,2,38,D,,,
BIP,M,20,2,2,39,D,,,
BIP,M,20,2,2,40,D,,,
BIP,M,20,2,2,41,D,,,
BIP,M,20,2,2,42,D,,,
BIP,M,20,2,2,43,D,,,
BIP,M,20,2,2,44,D,,,
BIP,M,20,2,2,45,D,,,
BIP,M,20,2,2,46,D,,,
BIP,M,20,2,2,47,D,,,
BIP,M,20,2,2,48,D,,,
BIP,M,20,2,2,49,D,,,
BIP,M,20,2,2,50,D,,,
BIP,M,20,3,2,1,H,13,,
BIP,M,20,3,2,2,H,13,,
BIP,M,20,3,2,3,H,13,,
BIP,M,20,3,2,4,H,14,,
BIP,M,20,3,2,5,H,14,,
BIP,M,20,3,2,6,H,14,,
BIP,M,20,3,2,7,H,14,,
BIP,M,20,3,2,8,H,14,,
BIP,M,20,3,2,9,H,14,,
BIP,M,20,3,2,10,H,14,,
BIP,M,20,3,2,11,H,14,,
BIP,M,20,3,2,12,H,15,,
BIP,M,20,3,2,13,H,15,,
BIP,M,20,3,2,14,H,16,,
BIP,M,20,3,2,15,H,16,,
BIP,M,20,3,2,16,H,17,,
BIP,M,20,3,2,17,D,,,
BIP,M,20,3,2,18,D,,,
BIP,M,20,3,2,19,D,,,
BIP,M,20,3,2,20,D,,,
BIP,M,20,3,2,21,D,,,
BIP,M,20,3,2,22,D,,,
BIP,M,20,3,2,23,D,,,
BIP,M,20,3,2,24,D,,,
BIP,M,20,3,2,25,D,,,
BIP,M,20,3,2,26,D,,,
BIP,M,20,3,2,27,D,,,
BIP,M,20,3,2,28,D,,,
BIP,M,20,3,2,29,D,,,
BIP,M,20,3,2,30,D,,,
BIP,M,20,3,2,31,D,,,
BIP,M,20,3,2,32,D,,,
BIP,M,20,3,2,33,D,,,
BIP,M,20,3,2,34,D,,,
BIP,M,20,3,2,35,D,,,
BIP,M,20,3,2,36,D,,,
BIP,M,20,3,2,37,D,,,
BIP,M,20,3,2,38,D,,,
BIP,M,20,3,2,39,D,,,
BIP,M,20,3,2,40,D,,,
BIP,M,20,3,2,41,D,,,
BIP,M,20,3,2,42,D,,,
BIP,M,20,3,2,43,D,,,
BIP,M,20,3,2,44,D,,,
BIP,M,20,3,2,45,D,,,
BIP,M,20,3,2,46,D,,,
BIP,M,20,3,2,47,D,,,
BIP,M,20,3,2,48,D,,,
BIP,M,20,3,2,49,D,,,
BIP,M,20,3,2,50,D,,,
BIP,M,20,9,5,1,H,13,,
BIP,M,20,9,5,2,H,13,,
BIP,M,20,9,5,3,H,13,,
BIP,M,20,9,5,4,H,14,,
BIP,M,20,9,5,5,H,14,,
BIP,M,20,9,5,6,H,14,,
BIP,M,20,9,5,7,H,14,,
BIP,M,20,9,5,8,H,14,,
BIP,M,20,9,5,9,H,14,,
BIP,M,20,9,5,10,H,14,,
BIP,M,20,9,5,11,H,14,,
BIP,M,20,9,5,12,H,14,,
BIP,M,20,9,5,13,H,14,,
BIP,M,20,9,5,14,H,14,,
BIP,M,20,9,5,15,H,14,,
BIP,M,20,9,5,16,H,14,,
BIP,M,20,9,5,17,H,14,,
BIP,M,20,9,5,18,H,14,,
BIP,M,20,9,5,19,H,14,,
BIP,M,20,9,5,20,H,14,,
BIP,M,20,9,5,21,H,14,,
BIP,M,20,9,5,22,H,14,,
BIP,M,20,9,5,23,H,14,,
BIP,M,20,9,5,24,H,14,,
BIP,M,20,9,5,25,H,14,,
BIP,M,20,9,5,26,H,15,,
BIP,M,20,9,5,27,H,15,,
BIP,M,20,9,5,28,H,15,,
BIP,M,20,9,5,29,H,15,,
BIP,M,20,9,5,30,H,15,,
BIP,M,20,9,5,31,H,15,,
BIP,M,20,9,5,32,H,15,,
BIP,M,20,9,5,33,H,16,,
BIP,M,20,9,5,34,P,51,MG,MGF
BIP,M,20,9,5,35,D,,,
BIP,M,20,9,5,36,D,,,
BIP,M,20,9,5,37,D,,,
BIP,M,20,9,5,38,D,,,
BIP,M,20,9,5,39,D,,,
BIP,M,20,9,5,40,D,,,
BIP,M,20,9,5,41,D,,,
BIP,M,20,9,5,42,D,,,
BIP,M,20,9,5,43,D,,,
BIP,M,20,9,5,44,D,,,
BIP,M,20,9,5,45,D,,,
BIP,M,20,9,5,46,D,,,
BIP,M,20,9,5,47,D,,,
BIP,M,20,9,5,48,D,,,
BIP,M,20,9,5,49,D,,,
BIP,M,20,9,5,50,D,,,
BIP,M,20,10,5,1,H,14,,
BIP,M,20,10,5,2,H,14,,
BIP,M,20,10,5,3,H,14,,
BIP,M,20,10,5,4,H,14,,
BIP,M,20,10,5,5,H,14,,
BIP,M,20,10,5,6,H,14,,
BIP,M,20,10,5,7,H,14,,
BIP,M,20,10,5,8,H,14,,
BIP,M,20,10,5,9,H,15,,
BIP,M,20,10,5,10,H,15,,
BIP,M,20,10,5,11,H,16,,
BIP,M,20,10,5,12,H,16,,
BIP,M,20,10,5,13,H,17,,
BIP,M,20,10,5,14,D,,,
BIP,M,20,10,5,15,D,,,
BIP,M,20,10,5,16,D,,,
BIP,M,20,10,5,17,D,,,
BIP,M,20,10,5,18,D,,,
BIP,M,20,10,5,19,D,,,
BIP,M,20,10,5,20,D,,,
BIP,M,20,10,5,21,D,,,
BIP,M,20,10,5,22,D,,,
BIP,M,20,10,5,23,D,,,
BIP,M,20,10,5,24,D,,,
BIP,M,20,10,5,25,D,,,
BIP,M,20,10,5,26,D,,,
BIP,M,20,10,5,27,D,,,
BIP,M,20,10,5,28,D,,,
BIP,M,20,10,5,29,D,,,
BIP,M,20,10,5,30,D,,,
BIP,M,20,10,5,31,D,,,
BIP,M,20,10,5,32,D,,,
BIP,M,20,10,5,33,D,,,
BIP,M,20,10,5,34,D,,,
BIP,M,20,10,5,35,D,,,
BIP,M,20,10,5,36,D,,,
BIP,M,20,10,5,37,D,,,
BIP,M,20,10,5,38,D,,,
BIP,M,20,10,5,39,D,,,
BIP,M,20,10,5,40,D,,,
BIP,M,20,10,5,41,D,,,
BIP,M,20,10,5,42,D,,,
BIP,M,20,10,5,43,D,,,
BIP,M,20,10,5,44,D,,,
BIP,M,20,10,5,45,D,,,
BIP,M,20,10,5,46,D,,,
BIP,M,20,10,5,47,D,,,
BIP,M,20,10,5,48,D,,,
BIP,M,20,10,5,49,D,,,
BIP,M,20,10,5,50,D,,,
BIP,M,20,11,5,1,H,13,,
BIP,M,20,11,5,2,H,13,,
BIP,M,20,11,5,3,H,13,,
BIP,M,20,11,5,4,H,13,,
BIP,M,20,11,5,5,H,14,,
BIP,M,20,11,5,6,H,14,,
BIP,M,20,11,5,7,H,14,,
BIP,M,20,11,5,8,H,14,,
BIP,M,20,11,5,9,H,14,,
BIP,M,20,11,5,10,H,14,,
BIP,M,20,11,5,11,H,14,,
BIP,M,20,11,5,12,H,14,,
BIP,M,20,11,5,13,H,14,,
BIP,M,20,11,5,14,H,14,,
BIP,M,20,11,5,15,H,14,,
BIP,M,20,11,5,16,H,14,,
BIP,M,20,11,5,17,H,14,,
BIP,M,20,11,5,18,H,14,,
BIP,M,20,11,5,19,H,14,,
BIP,M,20,11,5,20,H,15,,
BIP,M,20,11,5,21,H,15,,
BIP,M,20,11,5,22,H,15,,
BIP,M,20,11,5,23,D,,,
BIP,M,20,11,5,24,D,,,
BIP,M,20,11,5,25,D,,,
BIP,M,20,11,5,26,D,,,
BIP,M,20,11,5,27,D,,,
BIP,M,20,11,5,28,D,,,
BIP,M,20,11,5,29,D,,,
BIP,M,20,11,5,30,D,,,
BIP,M,20,11,5,31,D,,,
BIP,M,20,11,5,32,D,,,
BIP,M,20,11,5,33,D,,,
BIP,M,20,11,5,34,D,,,
BIP,M,20,11,5,35,D,,,
BIP,M,20,11,5,36,D,,,
BIP,M,20,11,5,37,D,,,
BIP,M,20,11,5,38,D,,,
BIP,M,20,11,5,39,D,,,
BIP,M,20,11,5,40,D,,,
BIP,M,20,11,5,41,D,,,
BIP,M,20,11,5,42,D,,,
BIP,M,20,11,5,43,D,,,
BIP,M,20,11,5,44,D,,,
BIP,M,20,11,5,45,D,,,
BIP,M,20,11,5,46,D,,,
BIP,M,20,11,5,47,D,,,
BIP,M,20,11,5,48,D,,,
BIP,M,20,11,5,49,D,,,
BIP,M,20,11,5,50,D,,,
BIP,M,20,12,6,1,H,20,,
BIP,M,20,12,6,2,D,,,
BIP,M,20,12,6,3,D,,,
BIP,M,20,12,6,4,D,,,
BIP,M,20,12,6,5,D,,,
BIP,M,20,12,6,6,D,,,
BIP,M,20,12,6,7,D,,,
BIP,M,20,12,6,8,D,,,
BIP,M,20,12,6,9,D,,,
BIP,M,20,12,6,10,D,,,
BIP,M,20,12,6,11,D,,,
BIP,M,20,12,6,12,D,,,
BIP,M,20,12,6,13,D,,,
BIP,M,20,12,6,14,D,,,
BIP,M,20,12,6,15,D,,,
BIP,M,20,12,6,16,D,,,
BIP,M,20,12,6,17,D,,,
BIP,M,20,12,6,18,D,,,
BIP,M,20,12,6,19,D,,,
BIP,M,20,12,6,20,D,,,
BIP,M,20,12,6,21,D,,,
BIP,M,20,12,6,22,D,,,
BIP,M,20,12,6,23,D,,,
BIP,M,20,12,6,24,D,,,
BIP,M,20,12,6,25,D,,,
BIP,M,20,12,6,26,D,,,
BIP,M,20,12,6,27,D,,,
BIP,M,20,12,6,28,D,,,
BIP,M,20,12,6,29,D,,,
BIP,M,20,12,6,30,D,,,
BIP,M,20,12,6,31,D,,,
BIP,M,20,12,6,32,D,,,
BIP,M,20,12,6,33,D,,,
BIP,M,20,12,6,34,D,,,
BIP,M,20,12,6,35,D,,,
BIP,M,20,12,6,36,D,,,
BIP,M,20,12,6,37,D,,,
BIP,M,20,12,6,38,D,,,
BIP,M,20,12,6,39,D,,,
BIP,M,20,12,6,40,D,,,
BIP,M,20,12,6,41,D,,,
BIP,M,20,12,6,42,D,,,
BIP,M,20,12,6,43,D,,,
BIP,M,20,12,6,44,D,,,
BIP,M,20,12,6,45,D,,,
BIP,M,20,12,6,46,D,,,
BIP,M,20,12,6,47,D,,,
BIP,M,20,12,6,48,D,,,
BIP,M,20,12,6,49,D,,,
BIP,M,20,12,6,50,D,,,
BIP,M,20,13,7,1,H,14,,
BIP,M,20,13,7,2,H,14,,
BIP,M,20,13,7,3,H,14,,
BIP,M,20,13,7,4,H,14,,
BIP,M,20,13,7,5,H,14,,
BIP,M,20,13,7,6,H,15,,
BIP,M,20,13,7,7,H,15,,
BIP,M,20,13,7,8,H,15,,
BIP,M,20,13,7,9,H,16,,
BIP,M,20,13,7,10,H,16,,
BIP,M,20,13,7,11,H,16,,
BIP,M,20,13,7,12,H,17,,
BIP,M,20,13,7,13,H,17,,
BIP,M,20,13,7,14,D,,,
BIP,M,20,13,7,15,D,,,
BIP,M,20,13,7,16,D,,,
BIP,M,20,13,7,17,D,,,
BIP,M,20,13,7,18,D,,,
BIP,M,20,13,7,19,D,,,
BIP,M,20,13,7,20,D,,,
BIP,M,20,13,7,21,D,,,
BIP,M,20,13,7,22,D,,,
BIP,M,20,13,7,23,D,,,
BIP,M,20,13,7,24,D,,,
BIP,M,20,13,7,25,D,,,
BIP,M,20,13,7,26,D,,,
BIP,M,20,13,7,27,D,,,
BIP,M,20,13,7,28,D,,,
BIP,M,20,13,7,29,D,,,
BIP,M,20,13,7,30,D,,,
BIP,M,20,13,7,31,D,,,
BIP,M,20,13,7,32,D,,,
BIP,M,20,13,7,33,D,,,
BIP,M,20,13,7,34,D,,,
BIP,M,20,13,7,35,D,,,
BIP,M,20,13,7,36,D,,,
BIP,M,20,13,7,37,D,,,
BIP,M,20,13,7,38,D,,,
BIP,M,20,13,7,39,D,,,
BIP,M,20,13,7,40,D,,,
BIP,M,20,13,7,41,D,,,
BIP,M,20,13,7,42,D,,,
BIP,M,20,13,7,43,D,,,
BIP,M,20,13,7,44,D,,,
BIP,M,20,13,7,45,D,,,
BIP,M,20,13,7,46,D,,,
BIP,M,20,13,7,47,D,,,
BIP,M,20,13,7,48,D,,,
BIP,M,20,13,7,49,D,,,
BIP,M,20,13,7,50,D,,,
BIP,M,20,14,9,1,H,14,,
BIP,M,20,14,9,2,H,14,,
BIP,M,20,14,9,3,H,14,,
BIP,M,20,14,9,4,H,14,,
BIP,M,20,14,9,5,H,14,,
BIP,M,20,14,9,6,H,14,,
BIP,M,20,14,9,7,H,15,,
BIP,M,20,14,9,8,H,15,,
BIP,M,20,14,9,9,H,15,,
BIP,M,20,14,9,10,H,15,,
BIP,M,20,14,9,11,H,15,,
BIP,M,20,14,9,12,H,15,,
BIP,M,20,14,9,13,H,15,,
BIP,M,20,14,9,14,H,15,,
BIP,M,20,14,9,15,H,15,,
BIP,M,20,14,9,16,H,15,,
BIP,M,20,14,9,17,H,15,,
BIP,M,20,14,9,18,H,15,,
BIP,M,20,14,9,19,D,,,
BIP,M,20,14,9,20,D,,,
BIP,M,20,14,9,21,D,,,
BIP,M,20,14,9,22,D,,,
BIP,M,20,14,9,23,D,,,
BIP,M,20,14,9,24,D,,,
BIP,M,20,14,9,25,D,,,
BIP,M,20,14,9,26,D,,,
BIP,M,20,14,9,27,D,,,
BIP,M,20,14,9,28,D,,,
BIP,M,20,14,9,29,D,,,
BIP,M,20,14,9,30,D,,,
BIP,M,20,14,9,31,D,,,
BIP,M,20,14,9,32,D,,,
BIP,M,20,14,9,33,D,,,
BIP,M,20,14,9,34,D,,,
BIP,M,20,14,9,35,D,,,
BIP,M,20,14,9,36,D,,,
BIP,M,20,14,9,37,D,,,
BIP,M,20,14,9,38,D,,,
BIP,M,20,14,9,39,D,,,
BIP,M,20,14,9,40,D,,,
BIP,M,20,14,9,41,D,,,
BIP,M,20,14,9,42,D,,,
BIP,M,20,14,9,43,D,,,
BIP,M,20,14,9,44,D,,,
BIP,M,20,14,9,45,D,,,
BIP,M,20,14,9,46,D,,,
BIP,M,20,14,9,47,D,,,
BIP,M,20,14,9,48,D,,,
BIP,M,20,14,9,49,D,,,
BIP,M,20,14,9,50,D,,,
BIP,M,24,1,1,1,H,9,,
BIP,M,24,1,1,2,H,9,,
BIP,M,24,1,1,3,H,9,,
BIP,M,24,1,1,4,H,9,,
BIP,M,24,1,1,5,H,9,,
BIP,M,24,1,1,6,H,9,,
BIP,M,24,1,1,7,H,9,,
BIP,M,24,1,1,8,H,9,,
BIP,M,24,1,1,9,H,9,,
BIP,M,24,1,1,10,H,10,,
BIP,M,24,1,1,11,H,10,,
BIP,M,24,1,1,12,H,10,,
BIP,M,24,1,1,13,H,10,,
BIP,M,24,1,1,14,H,10,,
BIP,M,24,1,1,15,H,10,,
BIP,M,24,1,1,16,H,10,,
BIP,M,24,1,1,17,H,10,,
BIP,M,24,1,1,18,H,10,,
BIP,M,24,1,1,19,H,10,,
BIP,M,24,1,1,20,H,10,,
BIP,M,24,1,1,21,H,10,,
BIP,M,24,1,1,22,H,10,,
BIP,M,24,1,1,23,H,10,,
BIP,M,24,1,1,24,H,10,,
BIP,M,24,1,1,25,H,10,,
BIP,M,24,1,1,26,H,10,,
BIP,M,24,1,1,27,H,10,,
BIP,M,24,1,1,28,H,10,,
BIP,M,24,1,1,29,H,10,,
BIP,M,24,1,1,30,H,10,,
BIP,M,24,1,1,31,H,10,,
BIP,M,24,1,1,32,H,10,,
BIP,M,24,1,1,33,H,11,,
BIP,M,24,1,1,34,H,11,,
BIP,M,24,1,1,35,H,11,,
BIP,M,24,1,1,36,H,11,,
BIP,M,24,1,1,37,H,12,,
BIP,M,24,1,1,38,H,12,,
BIP,M,24,1,1,39,H,13,,
BIP,M,24,1,1,40,H,13,,
BIP,M,24,1,1,41,H,13,,
BIP,M,24,1,1,42,D,,,
BIP,M,24,1,1,43,D,,,
BIP,M,24,1,1,44,D,,,
BIP,M,24,1,1,45,D,,,
BIP,M,24,1,1,46,D,,,
BIP,M,24,1,1,47,D,,,
BIP,M,24,1,1,48,D,,,
BIP,M,24,1,1,49,D,,,
BIP,M,24,1,1,50,D,,,
BIP,M,24,2,2,1,H,9,,
BIP,M,24,2,2,2,H,9,,
BIP,M,24,2,2,3,H,9,,
BIP,M,24,2,2,4,H,9,,
BIP,M,24,2,2,5,H,9,,
BIP,M,24,2,2,6,H,9,,
BIP,M,24,2,2,7,H,10,,
BIP,M,24,2,2,8,H,10,,
BIP,M,24,2,2,9,H,10,,
BIP,M,24,2,2,10,H,10,,
BIP,M,24,2,2,11,H,10,,
BIP,M,24,2,2,12,H,10,,
BIP,M,24,2,2,13,H,10,,
BIP,M,24,2,2,14,H,10,,
BIP,M,24,2,2,15,H,10,,
BIP,M,24,2,2,16,H,10,,
BIP,M,24,2,2,17,H,10,,
BIP,M,24,2,2,18,H,10,,
BIP,M,24,2,2,19,H,10,,
BIP,M,24,2,2,20,H,10,,
BIP,M,24,2,2,21,H,10,,
BIP,M,24,2,2,22,H,10,,
BIP,M,24,2,2,23,H,10,,
BIP,M,24,2,2,24,H,10,,
BIP,M,24,2,2,25,H,10,,
BIP,M,24,2,2,26,H,10,,
BIP,M,24,2,2,27,H,10,,
BIP,M,24,2,2,28,H,10,,
BIP,M,24,2,2,29,H,10,,
BIP,M,24,2,2,30,H,10,,
BIP,M,24,2,2,31,H,10,,
BIP,M,24,2,2,32,H,10,,
BIP,M,24,2,2,33,H,10,,
BIP,M,24,2,2,34,H,10,,
BIP,M,24,2,2,35,H,10,,
BIP,M,24,2,2,36,H,10,,
BIP,M,24,2,2,37,H,10,,
BIP,M,24,2,2,38,H,10,,
BIP,M,24,2,2,39,H,10,,
BIP,M,24,2,2,40,H,10,,
BIP,M,24,2,2,41,H,10,,
BIP,M,24,2,2,42,H,10,,
BIP,M,24,2,2,43,D,,,
BIP,M,24,2,2,44,D,,,
BIP,M,24,2,2,45,D,,,
BIP,M,24,2,2,46,D,,,
BIP,M,24,2,2,47,D,,,
BIP,M,24,2,2,48,D,,,
BIP,M,24,2,2,49,D,,,
BIP,M,24,2,2,50,D,,,
BIP,M,24,3,2,1,H,9,,
BIP,M,24,3,2,2,H,10,,
BIP,M,24,3,2,3,H,10,,
BIP,M,24,3,2,4,H,10,,
BIP,M,24,3,2,5,H,10,,
BIP,M,24,3,2,6,H,10,,
BIP,M,24,3,2,7,H,10,,
BIP,M,24,3,2,8,H,10,,
BIP,M,24,3,2,9,H,10,,
BIP,M,24,3,2,10,H,10,,
BIP,M,24,3,2,11,H,10,,
BIP,M,24,3,2,12,H,10,,
BIP,M,24,3,2,13,H,10,,
BIP,M,24,3,2,14,H,10,,
BIP,M,24,3,2,15,H,10,,
BIP,M,24,3,2,16,H,10,,
BIP,M,24,3,2,17,H,10,,
BIP,M,24,3,2,18,H,10,,
BIP,M,24,3,2,19,H,10,,
BIP,M,24,3,2,20,H,10,,
BIP,M,24,3,2,21,H,11,,
BIP,M,24,3,2,22,H,11,,
BIP,M,24,3,2,23,D,,,
BIP,M,24,3,2,24,D,,,
BIP,M,24,3,2,25,D,,,
BIP,M,24,3,2,26,D,,,
BIP,M,24,3,2,27,D,,,
BIP,M,24,3,2,28,D,,,
BIP,M,24,3,2,29,D,,,
BIP,M,24,3,2,30,D,,,
BIP,M,24,3,2,31,D,,,
BIP,M,24,3,2,32,D,,,
BIP,M,24,3,2,33,D,,,
BIP,M,24,3,2,34,D,,,
BIP,M,24,3,2,35,D,,,
BIP,M,24,3,2,36,D,,,
BIP,M,24,3,2,37,D,,,
BIP,M,24,3,2,38,D,,,
BIP,M,24,3,2,39,D,,,
BIP,M,24,3,2,40,D,,,
BIP,M,24,3,2,41,D,,,
BIP,M,24,3,2,42,D,,,
BIP,M,24,3,2,43,D,,,
BIP,M,24,3,2,44,D,,,
BIP,M,24,3,2,45,D,,,
BIP,M,24,3,2,46,D,,,
BIP,M,24,3,2,47,D,,,
BIP,M,24,3,2,48,D,,,
BIP,M,24,3,2,49,D,,,
BIP,M,24,3,2,50,D,,,
BIP,M,24,9,5,1,H,10,,
BIP,M,24,9,5,2,H,10,,
BIP,M,24,9,5,3,H,10,,
BIP,M,24,9,5,4,H,10,,
BIP,M,24,9,5,5,H,10,,
BIP,M,24,9,5,6,H,10,,
BIP,M,24,9,5,7,H,10,,
BIP,M,24,9,5,8,H,10,,
BIP,M,24,9,5,9,H,10,,
BIP,M,24,9,5,10,H,10,,
BIP,M,24,9,5,11,H,10,,
BIP,M,24,9,5,12,H,10,,
BIP,M,24,9,5,13,H,10,,
BIP,M,24,9,5,14,H,10,,
BIP,M,24,9,5,15,H,10,,
BIP,M,24,9,5,16,H,10,,
BIP,M,24,9,5,17,H,10,,
BIP,M,24,9,5,18,H,10,,
BIP,M,24,9,5,19,H,10,,
BIP,M,24,9,5,20,H,10,,
BIP,M,24,9,5,21,H,10,,
BIP,M,24,9,5,22,H,10,,
BIP,M,24,9,5,23,H,10,,
BIP,M,24,9,5,24,H,10,,
BIP,M,24,9,5,25,H,11,,
BIP,M,24,9,5,26,H,11,,
BIP,M,24,9,5,27,H,11,,
BIP,M,24,9,5,28,H,11,,
BIP,M,24,9,5,29,H,11,,
BIP,M,24,9,5,30,H,11,,
BIP,M,24,9,5,31,H,11,,
BIP,M,24,9,5,32,H,11,,
BIP,M,24,9,5,33,H,11,,
BIP,M,24,9,5,34,H,12,,
BIP,M,24,9,5,35,H,12,,
BIP,M,24,9,5,36,H,12,,
BIP,M,24,9,5,37,D,,,
BIP,M,24,9,5,38,D,,,
BIP,M,24,9,5,39,D,,,
BIP,M,24,9,5,40,D,,,
BIP,M,24,9,5,41,D,,,
BIP,M,24,9,5,42,D,,,
BIP,M,24,9,5,43,D,,,
BIP,M,24,9,5,44,D,,,
BIP,M,24,9,5,45,D,,,
BIP,M,24,9,5,46,D,,,
BIP,M,24,9,5,47,D,,,
BIP,M,24,9,5,48,D,,,
BIP,M,24,9,5,49,D,,,
BIP,M,24,9,5,50,D,,,
BIP,M,24,10,5,1,H,9,,
BIP,M,24,10,5,2,H,9,,
BIP,M,24,10,5,3,H,9,,
BIP,M,24,10,5,4,H,10,,
BIP,M,24,10,5,5,H,10,,
BIP,M,24,10,5,6,H,10,,
BIP,M,24,10,5,7,H,10,,
BIP,M,24,10,5,8,H,10,,
BIP,M,24,10,5,9,H,10,,
BIP,M,24,10,5,10,H,10,,
BIP,M,24,10,5,11,H,10,,
BIP,M,24,10,5,12,H,10,,
BIP,M,24,10,5,13,H,10,,
BIP,M,24,10,5,14,H,10,,
BIP,M,24,10,5,15,H,10,,
BIP,M,24,10,5,16,H,10,,
BIP,M,24,10,5,17,H,10,,
BIP,M,24,10,5,18,H,10,,
BIP,M,24,10,5,19,H,10,,
BIP,M,24,10,5,20,H,10,,
BIP,M,24,10,5,21,H,10,,
BIP,M,24,10,5,22,H,10,,
BIP,M,24,10,5,23,H,10,,
BIP,M,24,10,5,24,H,10,,
BIP,M,24,10,5,25,H,10,,
BIP,M,24,10,5,26,H,10,,
BIP,M,24,10,5,27,H,10,,
BIP,M,24,10,5,28,H,10,,
BIP,M,24,10,5,29,H,11,,
BIP,M,24,10,5,30,H,11,,
BIP,M,24,10,5,31,H,11,,
BIP,M,24,10,5,32,H,11,,
BIP,M,24,10,5,33,H,11,,
BIP,M,24,10,5,34,H,11,,
BIP,M,24,10,5,35,H,11,,
BIP,M,24,10,5,36,H,11,,
BIP,M,24,10,5,37,H,11,,
BIP,M,24,10,5,38,H,11,,
BIP,M,24,10,5,39,H,11,,
BIP,M,24,10,5,40,H,13,,
BIP,M,24,10,5,41,D,,,
BIP,M,24,10,5,42,D,,,
BIP,M,24,10,5,43,D,,,
BIP,M,24,10,5,44,D,,,
BIP,M,24,10,5,45,D,,,
BIP,M,24,10,5,46,D,,,
BIP,M,24,10,5,47,D,,,
BIP,M,24,10,5,48,D,,,
BIP,M,24,10,5,49,D,,,
BIP,M,24,10,5,50,D,,,
BIP,M,24,11,5,1,H,10,,
BIP,M,24,11,5,2,H,10,,
BIP,M,24,11,5,3,H,10,,
BIP,M,24,11,5,4,H,10,,
BIP,M,24,11,5,5,H,10,,
BIP,M,24,11,5,6,H,10,,
BIP,M,24,11,5,7,H,10,,
BIP,M,24,11,5,8,H,10,,
BIP,M,24,11,5,9,H,10,,
BIP,M,24,11,5,10,H,10,,
BIP,M,24,11,5,11,H,10,,
BIP,M,24,11,5,12,H,10,,
BIP,M,24,11,5,13,H,10,,
BIP,M,24,11,5,14,H,10,,
BIP,M,24,11,5,15,H,10,,
